"","id","quote","rating","date","reviewnospace"
"278","rn525024635","Not good service",2,"Reviewed September 16, 2017
","The flight was late and customer service wasn't good...they don't offer nothing to you eather a glass of water... Never again...The plane was dirty and seats uncomfortable...if you want to travel around Thailand with smile take Thai Smile :)"
"279","rn524906269","Mixed feelings and dissapointed",2,"Reviewed September 16, 2017
","When we arrived at the check-in desk we saw there was already a delay of 2 hours. However the person behind the counter said it was a delay of 1 hour.Finally we had a delay of almost 3 hours and missed our flight to Amsterdam in Jakarta.With some verbal pressure there was somebody who was willing to help..."
"280","rn524556958","Very bad company!",1,"Reviewed September 15, 2017
","We had a very bad experience with Lion Air !!! It almost ruined our beautiful 3 weeks holiday.To return in Switzerland we were planning to take the local flight from Lombok (20h30) to Jakarta. The flight was delayed several times and finally late 2h30 minutes...!nightmare!! So we missed our Qatar connections (jakarta-doha, doha-geneva). Lion Air didn't want to take..."
"281","rn524242401","Lion late again",1,"Reviewed September 13, 2017
","Once again they were late departing and returning from Balikpapan. 2 hours outgoing and 1 hour return on the 12th September. The plane was dirty inside and no entertainment and you pay for everything, This is the first time I have had to use them since 2013 and 2009 before that, Unfortunately I had no choice. I will endeavor to..."
"282","rn523978714","The Champion of Delay",2,"Reviewed September 13, 2017
","I always try to avoid using Lion / Wing Airlines due to delay. When I traveled with this airlines, I almost experienced with the delay. Unfortunately, this is the only airlines to have services to the remote areas in Indonesia. I prefer to use other airlines if the time and the destination area covered with any other airlines."
"283","rn523776350","Flight on time inthe morning",3,"Reviewed September 12, 2017
","One of cheap flight to everywhere. But, this airlane often delay. Flight in the morning is strategic on time flight"
"284","rn523200883","Wonderful Service",4,"Reviewed September 10, 2017
","We fly from Bandung to Bali by Lion Air. Perfect timing, wonderful service and helpful crew. Our flight was very smooth, and we enjoyed the seen from the window. You have to pay for your food and beverage on board. The price is fine."
"285","rn522786284","Typical low cost career",3,"Reviewed September 9, 2017
","Typical low cost career. I thought since this is malindo group, the career would be great. But right from check in to check out, we can feel the lost cost attitude. The flight was delayed for 2.5 hours from Bali with no or less announcement in terminal. Cabin was not up to mark. No IFE. No food served."
"286","rn522590782","Always running late ",2,"Reviewed September 8, 2017
","Lion Airways Lombok to Bali runs late almost every day. And it has done so for years. If there was another airline going in the afternoons Id be on it. So if youre planning on connecting flights in Bali after Lombok give yourself upto 5 hours lead time."
"287","rn522478149","More leg room.",3,"Reviewed September 7, 2017
","New airplane. More leg room at fire exit. Resonable price with a good service standard. Smooth chech in. Over all is worth money you pay. Air crew did a good job, friend and helpful. My flight from Phuket to Bangkok has limited menu."
"288","rn522109062","The Master Of Delay Flight !!",2,"Reviewed September 6, 2017
","Poor flight, poor management.My flight was delayed for 4 hours and it was suck.Hence, the airport representative services was too bad.I don't expect much from this company."
"289","rn521591236","Big delay ,no information, took off 2.5 hours late. Info board turned off no explanation",1,"Reviewed September 5, 2017
","flight delayed two hours and thirty minutes,no info,they just switched off departure info board. Staff just shrugged shoulders when asked what's happening. Missed my Air Asia flight bali to Perth,had to pay 930000 IDR for next morning flight and lost all my prepaid seat assignment and in-flight meal and drink, squeezed into crap seat, air asia insurance waste of time..."
"290","rn521589317","average ",3,"Reviewed September 5, 2017
","as usual that lion was delay, but i'm in my mind when i choose lion. nobody want to ""delay flight"" but since i know it, i choose with the good price, delay only 15 min from schedule. the hospitality is quite good."
"291","rn521556600","OK for a short distance",4,"Reviewed September 5, 2017
","My experience with Lion Air, the check in counter was a breeze, cabin service was OK, butt my concern was only the legroom. Pretty tight for a person, slightly taller and heavier than an average Asian. The seats are not really comfortable. Though my flying time was only about 2 hours one-way, the journey was very uncomfortable as I barely..."
"292","rn521292273","this airlines was always hate, but always waited also",3,"Reviewed September 4, 2017
","This was completely fair. delay is the surname of this airlines. delayed for 40 minutes, but there is no compesation for passangers. Hated. but i always try to be nice to this. when we're late, not even have a solve problem, they cancel our flight then we have to pay with more expansive than the real price. POOR THIS FLIGHT!!!"
"293","rn519839395","Worst airline ever",1,"Reviewed August 31, 2017
","30 minutes late before announcing the plane was still in Solo. Total delay adds up to 2.5 hours and screwed up our night as we were planning on driving to Amed the same night.Pay a bit extra and go with a reliable well managed airline. Your time is worth more than this."
"294","rn519774994","Almost missed our flight due to ground crew blunder.",3,"Reviewed August 31, 2017
","Good budget airline with competent crew (based on take-off and landing), nice FAs and serviceable plane.However, about 30 minutes before scheduled take-off, ground crew announced over the airport public announcement (PA) system that the flight will be delayed for 2 hours so a considerable number of the passengers strolled away to eat, have a stroll, etc...Without any word..."
